206	207
206	209
206	229
207	0
209	4
209	0
4	204
4	211
4	212
4	213
4	214
4	215
4	216
4	217
4	218
4	219
4	220
4	221
4	222
4	223
4	224
4	225
4	226
0	1
0	3
204	205
211	5
212	6
213	68
214	71
215	89
216	92
217	98
218	101
219	107
220	110
221	165
222	168
223	186
224	189
225	195
226	198
189	190
165	166
92	93
107	108
101	102
98	99
198	199
195	196
71	72
110	111
89	90
6	7
168	169
68	69
186	187
69	70
93	94
190	191
199	200
90	91
72	73
7	8
111	112
169	170
99	100
108	109
102	103
187	188
166	167
196	197
197	192
197	194
112	113
112	142
109	104
109	106
200	201
200	203
103	104
103	106
8	9
8	42
100	95
100	97
170	171
170	180
73	74
73	83
167	113
167	142
188	171
188	180
94	95
94	97
70	9
70	42
205	201
205	203
191	192
191	194
91	74
91	83
74	75
74	77
74	79
83	84
83	86
95	96
95	17
95	79
97	84
97	86
171	172
171	174
171	176
180	181
180	183
104	105
104	77
104	38
106	43
106	58
113	114
113	120
113	138
142	143
142	156
201	202
201	174
201	138
203	143
203	156
192	193
192	120
192	176
194	181
194	183
9	10
9	17
9	38
42	43
42	58
43	44
43	50
58	59
58	64
172	173
174	175
174	127
176	177
75	76
77	78
77	25
79	80
143	144
143	149
156	157
156	161
10	11
17	18
17	25
38	39
181	182
181	149
183	184
183	185
114	115
120	121
120	127
138	139
105	41
84	85
84	50
86	87
86	88
96	82
202	141
193	179
18	19
25	26
78	27
177	178
80	81
175	129
127	128
144	145
149	150
39	40
182	152
139	140
44	45
50	51
121	122
85	53
51	52
81	82
81	76
150	151
128	129
128	122
140	141
140	115
26	27
26	19
40	41
40	11
178	179
178	173
82	20
76	33
27	28
27	33
141	130
52	53
52	45
41	28
11	12
173	134
129	130
129	134
87	59
88	64
184	157
185	161
19	20
19	12
122	123
122	116
115	116
179	123
151	152
151	145
33	34
20	21
53	54
59	60
45	46
64	65
116	117
28	29
130	131
134	135
12	13
123	124
161	162
157	158
152	153
145	146
124	125
117	118
146	147
131	132
153	154
65	66
60	61
162	163
158	159
54	55
13	14
46	47
21	22
135	136
29	30
34	35
35	36
5	210
147	148
66	67
47	48
154	155
55	56
163	164
61	62
118	119
22	23
125	126
14	15
136	137
132	133
1	208
1	210
1	20227
3	208
159	160
30	31
208	0
210	4
16	15
16	119
24	23
24	126
20228	20227
230	229
32	31
32	133
63	62
63	160
57	56
57	155
49	48
49	148
37	36
37	137
