195	196
196	4
196	7
196	97
192	193
192	196
192	211
193	0
4	6
4	7
4	96
4	97
4	200
4	201
4	202
4	203
4	204
4	205
4	206
4	207
7	8
7	53
7	6
97	98
97	96
200	5
201	114
202	157
203	168
204	178
205	181
206	184
207	187
114	115
114	116
187	49
187	110
187	188
168	17
168	106
168	169
181	72
181	108
181	182
182	170
182	171
182	183
169	170
169	171
169	177
116	117
116	143
116	154
188	117
188	143
188	186
170	144
170	148
171	172
171	136
183	180
117	118
117	136
143	144
143	148
186	183
154	155
177	167
118	119
136	137
172	173
137	138
157	39
157	105
157	158
184	27
184	109
184	185
144	124
144	145
148	149
158	159
158	161
158	167
138	139
119	120
185	159
185	161
185	186
159	54
159	76
159	160
161	162
120	121
149	150
139	140
167	154
162	163
121	122
150	151
140	141
173	174
174	175
178	62
178	107
178	179
122	123
163	164
141	142
141	123
151	152
142	126
123	124
164	165
179	8
179	53
179	180
175	176
152	153
8	9
8	31
53	54
53	76
180	177
165	166
176	142
153	125
124	125
124	133
145	146
145	147
125	126
125	130
54	55
76	77
160	9
160	31
133	134
133	135
166	160
126	127
130	131
130	132
146	78
147	87
77	78
77	87
98	99
127	128
127	129
78	79
87	88
9	10
31	32
99	100
128	56
129	66
55	56
55	66
10	11
10	21
32	33
32	43
134	33
135	43
100	101
131	11
132	21
79	80
43	44
80	81
33	34
56	57
66	67
11	12
21	22
101	102
88	89
67	68
57	58
102	103
102	111
102	113
22	23
34	35
81	82
81	84
81	86
44	45
12	13
103	104
111	112
113	103
45	46
58	59
89	90
68	69
23	24
82	83
84	85
86	82
13	14
35	36
36	37
36	40
36	42
14	15
14	18
14	20
46	47
46	50
46	52
24	25
24	28
24	30
69	70
69	73
69	75
85	82
59	60
59	63
59	65
90	91
90	93
90	95
112	103
70	71
73	74
75	70
60	61
63	64
65	60
47	48
50	51
52	47
37	38
40	41
42	37
25	26
28	29
30	25
15	16
18	19
20	15
91	92
93	94
95	91
104	105
104	106
104	107
104	108
104	109
104	110
104	96
104	199
94	91
0	1
83	198
74	70
51	47
155	96
155	105
155	106
155	107
155	108
155	109
155	110
155	6
155	17
155	27
155	39
155	49
155	62
155	72
155	198
155	199
41	37
29	25
19	15
64	60
1	2
1	194
198	1208
199	1208
5	197
2	194
2	197
2	20209
194	0
16	17
26	27
38	39
48	49
61	62
1208	115
71	72
92	6
197	4
20210	20209
212	211
