373	1
374	1
460	1
0	1
1	1
5	0
416	3
417	1
250	0
251	0
6	0
252	0
7	8
14	8
20	8
26	8
32	4
38	4
44	4
50	4
56	0
62	0
68	0
74	0
80	0
86	7
92	7
98	7
104	7
110	2
116	2
122	2
128	2
134	2
140	5
146	5
152	5
158	5
164	5
170	9
176	9
182	9
188	9
194	9
200	6
206	6
212	6
218	6
224	3
230	3
236	3
414	3
253	8
256	8
259	8
262	8
265	4
268	4
271	4
274	4
277	0
280	0
283	0
286	0
289	0
292	7
295	7
298	7
301	7
304	2
307	2
310	2
313	2
316	2
319	5
322	5
325	5
328	5
331	5
334	9
337	9
340	9
343	9
346	9
349	6
352	6
355	6
358	6
361	3
364	3
367	3
457	3
242	3
413	3
370	3
456	3
243	3
248	3
415	3
412	3
237	3
368	3
455	3
371	3
231	3
365	3
247	3
244	3
454	3
411	3
238	3
369	3
362	3
239	3
366	3
410	6
453	6
225	3
13	8
249	3
245	3
232	3
246	3
452	6
363	3
359	6
219	6
233	3
409	6
240	3
226	3
227	3
356	6
241	3
213	6
234	3
360	6
220	6
408	6
451	6
221	6
207	6
235	3
357	6
407	6
214	6
228	3
450	6
353	6
449	9
406	9
354	6
208	6
215	6
229	3
201	6
350	6
222	6
195	9
209	6
448	9
347	9
223	6
405	9
202	6
216	6
351	6
196	9
217	6
344	9
189	9
210	6
203	6
447	9
348	9
404	9
341	9
197	9
190	9
403	9
345	9
211	6
446	9
183	9
204	6
205	6
177	9
338	9
445	9
342	9
402	9
184	9
191	9
198	9
178	9
444	5
335	9
339	9
185	9
199	9
401	5
192	9
171	9
165	5
186	9
332	5
179	9
193	9
400	5
172	9
336	9
443	5
187	9
329	5
442	5
173	9
333	5
180	9
159	5
166	5
399	5
167	5
153	5
160	5
330	5
174	9
181	9
441	5
326	5
398	5
147	5
154	5
397	5
161	5
168	5
323	5
327	5
440	5
175	9
141	5
169	5
162	5
155	5
148	5
396	2
320	5
439	2
324	5
156	5
149	5
321	5
142	5
163	5
317	2
135	2
395	2
438	2
143	5
318	2
437	2
394	2
157	5
136	2
150	5
314	2
129	2
130	2
151	5
137	2
144	5
315	2
123	2
393	2
436	2
311	2
131	2
392	2
117	2
312	2
138	2
124	2
308	2
145	5
435	2
309	2
139	2
305	2
125	2
391	7
132	2
111	2
434	7
118	2
133	2
306	2
119	2
126	2
105	7
302	7
390	7
433	7
112	2
432	7
99	7
389	7
299	7
127	2
113	2
106	7
303	7
120	2
388	7
296	7
100	7
300	7
107	7
121	2
93	7
114	2
431	7
115	2
387	0
293	7
94	7
101	7
297	7
108	7
430	0
87	7
102	7
386	0
95	7
290	0
88	7
429	0
109	7
81	0
294	7
82	0
103	7
291	0
428	0
385	0
96	7
89	7
287	0
75	0
97	7
76	0
69	0
288	0
427	0
83	0
284	0
384	0
90	7
63	0
77	0
84	0
281	0
383	0
91	7
426	0
70	0
285	0
78	0
382	4
85	0
57	0
64	0
282	0
71	0
278	0
425	4
381	4
72	0
279	0
79	0
58	0
424	4
65	0
275	4
51	4
59	0
276	4
66	0
423	4
45	4
380	4
52	4
73	0
272	4
273	4
67	0
53	4
46	4
39	4
269	4
60	0
379	4
422	4
421	8
270	4
378	8
47	4
61	0
40	4
33	4
266	4
54	4
267	4
377	8
55	4
420	8
34	4
41	4
263	8
48	4
27	8
35	4
28	8
264	8
419	8
260	8
49	4
21	8
42	4
376	8
43	4
418	8
29	8
261	8
257	8
15	8
36	4
375	8
22	8
23	8
37	4
8	8
16	8
30	8
254	8
258	8
31	8
255	8
17	8
24	8
9	8
10	8
25	8
18	8
19	8
11	8
3	1
2	1
12	8
372	1
20458	1
20459	1
461	1
