119	118
118	120
118	111
118	121
127	126
126	128
126	67
126	121
109	108
108	110
108	111
108	103
59	58
58	60
58	67
58	103
128	73
67	68
67	81
121	122
110	87
111	112
111	81
103	104
120	94
60	61
68	69
81	82
112	113
82	83
132	131
131	133
135	134
134	136
138	137
137	139
116	115
115	117
69	70
83	84
133	84
136	70
104	105
122	123
139	114
113	114
42	41
42	80
41	33
41	38
114	85
70	71
84	85
84	71
84	101
141	140
140	142
156	155
155	157
129	130
130	124
30	29
30	100
29	2
29	18
146	145
145	147
32	31
32	125
31	33
31	38
123	124
1	0
1	107
0	2
0	18
117	106
105	106
151	150
150	152
33	34
33	9
33	36
38	19
38	24
38	39
124	72
124	93
124	125
2	3
2	9
2	16
18	19
18	24
71	72
71	79
71	80
106	86
106	79
106	107
85	86
85	93
85	100
157	110
147	120
152	128
142	60
34	35
9	10
72	73
93	94
49	48
48	50
54	53
53	55
86	87
79	61
3	4
94	95
61	62
73	74
55	34
10	11
46	45
45	47
87	88
50	3
47	12
74	75
88	89
11	12
95	96
62	63
5	4
5	35
5	64
5	76
5	90
5	97
4	6
35	13
64	65
76	77
90	91
97	98
75	76
63	64
89	90
12	13
12	6
96	97
19	20
24	25
20	22
57	173
173	56
52	171
171	51
13	14
6	7
21	20
21	25
25	26
28	27
28	168
28	170
28	172
28	174
28	176
28	178
28	180
28	182
168	43
170	51
172	56
174	143
176	148
178	153
180	158
182	165
154	179
179	153
149	177
177	148
44	169
169	43
159	181
181	158
161	160
160	162
160	164
166	183
183	165
144	175
175	143
56	15
158	92
165	167
51	8
148	99
153	78
26	27
43	23
65	66
143	66
7	8
22	23
77	78
14	15
162	20184
162	20186
91	92
98	99
102	101
17	16
37	36
40	39
20185	20184
20187	20186
